Well,Mean Intensity 405nm,Mean Intensity 488nm,Mean Intensity 561nm,Mean Intensity 640nm,Mean Intensity CyOFP405FR,Mean Intensity CyOFP488FR,Mean Intensity LSSmOrange,Mean Intensity TagRFP675,Mean Intensity mTsapphire
13,86.4473729352257,9.423588522202245,0.750499173556245,3.1767420161261706,5.528251836163724,7.11790980982149,48.983226027725216,13.142855576541331,451.23970846886544
14,80.325967049608,8.20548014864817,0.8195406104555201,3.282636080944069,4.087514504636583,5.516332828802787,38.98002869988926,8.86071747049595,439.6195304555188
15,89.3646838729166,9.215713674269184,0.3089377553510502,1.7548315255274982,3.0205771526080105,2.138726893935574,43.03824035815346,8.0503726665443,481.1652024456023
16,0.8754991990123282,0.895993591700326,8.907392387607585,2.2538188222870317,1.418733508562961,5.442952971936626,1.0762273073552941,9.389637498346188,3.2784364564117787
17,0.8698881361220483,0.5937795697356925,12.595545050501597,2.1003476260206093,1.7498068491483079,5.8612255694135404,0.7615356114883205,9.821743781643027,2.044161314826139
18,0.8489337325491982,0.7160029222915089,7.271184534037216,2.12211749403786,0.9782523459625035,3.831587575201728,0.7689460883518704,6.873047373863119,2.3004604356093514
19,0.7403707789569776,0.5543526280143952,0.30549025863673684,3.456327153210358,0.6327488213951045,1.6818334476368453,0.5280695440982784,2.3415319818901126,1.7157855901409325
20,0.7049686394653011,0.62481295930463,0.3279220667211221,4.276824457253873,0.7853939633031438,1.8137558347401515,0.5885300210924795,2.7023278950394056,1.8945748213852178
21,0.8195176313676006,0.6590794441881977,0.42272699079697057,4.16132114922444,1.0359263982207725,2.4939938975267815,0.653472262624654,3.41219617052972,2.0225997709262695
22,1.0347417400544543,14.05612967072207,0.39121584015272354,1.7183441514376374,0.9326762156587475,2.4517805926490266,9.934463307785924,9.487717912238697,159.2636007690368
23,0.9485869296369759,12.704668694566863,0.35888531020342684,1.6530340956030767,0.7491145201829873,1.858302789027849,9.035327116975846,8.28222150849822,145.45549006254055
24,1.2802201804597033,22.944352845153603,0.474339139312605,1.7782785923729472,1.3019940796499367,2.7770734162530317,15.91252890421922,13.720173227389488,260.29717844757124
48,0.794049238185749,1.3312449479633477,0.5519242043270819,1.911240517632508,1.06169836559257,2.656186859839013,1.1040786863989258,4.4939276603352765,10.073395247611948
47,0.7410503616976626,1.1154764976969138,0.5179409051672795,1.8977987992323773,0.7114825533134256,1.8301161228100977,0.9218542754486064,3.2946396423513753,7.48067907004675
46,0.7787301178708439,1.16149923392698,0.48508467446283765,1.8329023005848621,0.9067034741574461,2.249167473139468,0.9396183331277344,3.777872314618985,8.07617864816423
45,0.6786311193671921,0.34946065399302323,0.28239516222227723,1.4712750983170713,0.3770941736251626,1.0244935036106475,0.36624713524113894,1.0132982775091597,1.215476502287621
44,0.958069711580875,0.6884620441271804,0.6225417660974449,1.657271472079967,0.5429856877505287,1.6079299633386177,0.573831387222285,3.7242631409539118,2.2025799285116108
43,0.725174243772819,0.6475675374082781,0.3086365744184233,1.8002444461708689,0.7286991198135866,1.7962207916261124,0.5897432849335266,2.7928929924302355,1.8609183342586013
42,3.874464879272452,13.932684513001757,2152.2945971208155,2.6235789167482,1.6602365949141642,367.23974578107845,4.570027489196168,1291.0394606879047,6.491919632708412
41,2.7340170714844834,9.745672046528785,1428.6292947255704,2.5261371540675337,1.3734444595020632,233.4339350985954,3.1242567852132095,813.8685651292205,4.885330822126146
40,2.636969369624247,8.87343689685064,1398.435101031171,1.945337271673546,1.0764168572568042,241.43165253394508,2.9238037618246433,832.4668611186855,4.840704340116548
39,0.9759622608991965,0.6937083917487264,0.42663670858172076,2.1504760099023765,2.1541282090616356,3.144280355434084,0.8053620859668602,3.464100344174967,3.61801508886112
38,1.054543077060955,0.7914729829682663,0.5869272052629347,2.685960355362955,2.637768179299333,3.809286281226669,0.9177746716959051,4.707230799333314,4.0723403014921615
